id,K,r,M0,trial
IW_A0476,0.45020146884903495,0.030824216865216428,8.123515110856259e-4,GES18_ExKsub
IW_A0462,0.3958636618178358,0.032994526327295645,9.343590985215384e-4,GES18_ExKsub
IW_A0554,0.35639278594522483,0.03186849350740248,0.0022699343959014444,GES18_ExKsub
IW_A0520,0.5873389822894787,0.022446850860722192,0.003949632682984643,GES18_ExKsub
IW_A0584,0.4810779517176125,0.025839871285459337,0.0031313446018506694,GES18_ExKsub
IW_A0410,0.39672701657326453,0.030196534985829356,0.0018137591962221946,GES18_ExKsub
IW_A0498,0.3646844831876141,0.03023374824896503,0.0030192709292957316,GES18_ExKsub
IW_A0540,0.5111731434483135,0.02699418839031859,0.0014420171402136053,GES18_ExKsub
IW_A0572,0.41334364922472944,0.026971912948466476,0.003932047933918633,GES18_ExKsub
IW_A0574,0.5181053553657607,0.02900438962224543,0.001321228062879951,GES18_ExKsub
IW_A0527,0.5010954428992946,0.026629918030946664,0.0027665468153623284,GES18_ExKsub
IW_A0576,0.4761920083026006,0.03337476362850169,0.00038171945384195554,GES18_ExKsub
IW_A0454,0.501079834851549,0.02687976466710515,0.0027630582116247256,GES18_ExKsub
IW_A0523,0.5866057809130186,0.02337788463278839,0.0038312743681103924,GES18_ExKsub
IW_A0521,0.42086921440802677,0.0334198011855908,0.0014716469861823236,GES18_ExKsub
IW_A0442,0.5091311064570154,0.027595258419554056,0.0029045413152917663,GES18_ExKsub
IW_A0447,0.4871343603828988,0.01558050030718649,0.022090375490182477,GES18_ExKsub
IW_A0414,0.5345728115618493,0.02717604865712824,0.0019025460223643432,GES18_ExKsub
IW_A0383,0.4181177861942548,0.020248741006809668,0.017153319207841668,GES18_ExKsub
IW_A0481,0.5408125869915309,0.02446798347124825,0.004238423003271158,GES18_ExKsub
IW_A0561,0.38321465090894635,0.036988275023981915,5.676592654577489e-4,GES18_ExKsub
IW_A0474,0.5333784937092282,0.02679119044294444,0.0021258120134909457,GES18_ExKsub
IW_A0530,0.5617634874291435,0.029851196637786456,4.579864526211118e-4,GES18_ExKsub
IW_A0433,0.40414141388739944,0.03327070265136277,0.0011011466652872633,GES18_ExKsub
IW_A0458,0.4525554228114353,0.028453773784504997,0.0017258967503179534,GES18_ExKsub
IW_A0419,0.3849076803574449,0.033385199915168993,7.066868950567816e-4,GES18_ExKsub
IW_A0445,0.41510471156426343,0.018723794947578993,0.015413864884108888,GES18_ExKsub
IW_A0455,0.5080377270216917,0.027067148354325294,0.001245544244574717,GES18_ExKsub
IW_A0477,0.5712172215939508,0.026368280430669327,8.524557758963886e-4,GES18_ExKsub
IW_A0392,0.4635990461241586,0.030518041691348845,7.584854458936982e-4,GES18_ExKsub
IW_A0426,1.4246846408733287,0.009648262230018686,0.022728223290865764,GES18_ExKsub
IW_A0439,0.4899304468261773,0.02334974777363361,0.0034983371894929576,GES18_ExKsub
IW_A0581,0.8112899283886195,0.011845362024530383,0.02554123009981276,GES18_ExKsub
IW_A0380,0.530194832063233,0.02382168187808991,0.0035697337758303985,GES18_ExKsub
IW_A0499,0.3894504972232293,0.026320682818330905,0.005934795580832317,GES18_ExKsub
IW_A0384,0.5624622105864483,0.017528024847717365,0.013027525878709083,GES18_ExKsub
IW_A0569,0.7047742084138093,0.01758363514626715,0.00933167893826222,GES18_ExKsub
IW_A0457,0.4519093977143276,0.022510394369314533,0.007067994703149774,GES18_ExKsub
IW_A0575,0.37454754778244387,0.02686722756023657,0.0056011254642529314,GES18_ExKsub
IW_A0582,0.5090882670512716,0.024216520936747164,0.003578549775151541,GES18_ExKsub
IW_A0495,0.4051883662837578,0.023137669249469618,0.008524247245441166,GES18_ExKsub
IW_A0403,0.5289269386712249,0.01810680067153776,0.012184072087596712,GES18_ExKsub
IW_A0485,0.4534605420519925,0.02171039130009603,0.009272815734847631,GES18_ExKsub
IW_A0409,0.5041045469363631,0.022949163061690807,0.004209346676199277,GES18_ExKsub
IW_A0600,0.5631592013766951,0.022311569057347564,0.0048905740172825295,GES18_ExKsub
IW_A0565,0.4614475408069013,0.023745626401998544,0.004572142538404527,GES18_ExKsub
IW_A0443,0.46464510757145555,0.024153521669031536,0.004614698626916036,GES18_ExKsub
IW_A0450,0.404335893840235,0.026821861837255403,0.003910700307265772,GES18_ExKsub
IW_A0469,0.35063064791325965,0.03290714206803889,0.0018270432200111252,GES18_ExKsub
IW_A0461,0.4750493970013533,0.017345604324308934,0.016307545697991737,GES18_ExKsub
IW_A0425,0.47234040722099074,0.02616509076214136,0.0029770939198562655,GES18_ExKsub
IW_A0537,0.4829623266780732,0.024894351975414813,0.0030873041570113075,GES18_ExKsub
IW_A0460,0.5047230270846603,0.02703746667698291,0.0017335104938185103,GES18_ExKsub
IW_A0577,0.519115341271987,0.02600712551044477,0.0018835469902658923,GES18_ExKsub
IW_A0427,0.5075640338113435,0.021421457897459743,0.006361770771671488,GES18_ExKsub
IW_A0391,0.34016496203548846,0.029051768206527797,0.004416820299933915,GES18_ExKsub
IW_A0566,0.3674875942552987,0.027180989044659123,0.004017042339854262,GES18_ExKsub
IW_A0567,0.5978335171672858,0.015592572546315403,0.01773743426223206,GES18_ExKsub
IW_A0508,0.6247790556221603,0.01835565281173175,0.009263366746722346,GES18_ExKsub
IW_A0557,0.5278496966734585,0.02049671190872487,0.009484771741517376,GES18_ExKsub
IW_A0416,0.6100411343315228,0.022941790782480646,0.002808567593648198,GES18_ExKsub
IW_A0533,0.6244130913418476,0.017957798527203316,0.008901143873949583,GES18_ExKsub
IW_A0505,0.6041361324224588,0.01942417134344968,0.005864339878166716,GES18_ExKsub
IW_A0471,0.5058916460190167,0.027288824803552394,0.0015678773622982015,GES18_ExKsub
IW_A0538,0.4144857801549731,0.02353502978191974,0.008908574251764586,GES18_ExKsub
IW_A0558,0.44121775392592183,0.03257640105852855,8.152067409043196e-4,GES18_ExKsub
IW_A0401,0.3987332811121197,0.030995143865214046,0.0018387112446551128,GES18_ExKsub
IW_A0543,0.6459979935639951,0.021091451235602632,0.003823615602926767,GES18_ExKsub
IW_A0412,0.3454807842098638,0.02969090963982768,0.00241433339918041,GES18_ExKsub
IW_A0420,0.4106666247357255,0.026189960502554774,0.004201980776702165,GES18_ExKsub
IW_A0465,0.529016381192729,0.026220798046847932,0.0012081179573830674,GES18_ExKsub
IW_A0393,0.5353154567784596,0.026661189467130603,0.0015626367324094437,GES18_ExKsub
IW_A0503,0.4686165339143273,0.030259475975085246,5.754724683160354e-4,GES18_ExKsub
IW_A0583,0.44946501576945264,0.021218983715404344,0.00943268789463978,GES18_ExKsub
IW_A0559,0.5850145248152602,0.01800250662250117,0.011099172747694497,GES18_ExKsub
IW_A0397,0.5218727727114191,0.02025629364986529,0.009574076684869582,GES18_ExKsub
IW_A0488,0.38348253663444526,0.024838940039516144,0.008044181489946853,GES18_ExKsub
IW_A0466,0.4823817964343515,0.022574820448516972,0.005645212937531514,GES18_ExKsub
IW_A0464,0.5448873596054232,0.024156637773095433,0.0036411308071293315,GES18_ExKsub
IW_A0522,0.5630211866944861,0.01576347952731613,0.0159006326602191,GES18_ExKsub
IW_A0428,0.46695888240030575,0.025216690228426684,0.0029997335035021233,GES18_ExKsub
IW_A0387,0.4404684231779525,0.03362393619685055,4.188046460839532e-4,GES18_ExKsub
IW_A0440,0.438597262398782,0.02382924681088032,0.00457554011756962,GES18_ExKsub
IW_A0431,0.45339306372830995,0.03361783545180527,3.3264991517728386e-4,GES18_ExKsub
IW_A0595,0.3660770677467289,0.029954645292317984,0.002071373147913019,GES18_ExKsub
IW_A0418,0.3718238299475232,0.0291487325808676,0.002474655259290179,GES18_ExKsub
IW_A0601,0.4522761509631549,0.020285912244252174,0.009905608119797465,GES18_ExKsub
IW_A0519,0.41601759467082156,0.026854519419325318,0.0021100164399198867,GES18_ExKsub
IW_A0578,0.5628500753715058,0.01698285950203056,0.010762815042600639,GES18_ExKsub
IW_A0587,0.8794449468362976,0.014695618280183145,0.00902870420878552,GES18_ExKsub
IW_A0532,0.5865544552724133,0.01579627003259004,0.012529019097325463,GES18_ExKsub
IW_A0389,0.4950801717843909,0.02786098595422799,0.0012847000444928063,GES18_ExKsub
IW_A0430,0.5670076050301214,0.01779399024842656,0.009217751143127869,GES18_ExKsub
IW_A0596,0.7070409460887693,0.01602221145338063,0.009671835943434813,GES18_ExKsub
IW_A0539,1.6785043531037631,0.007786350573553795,0.02726076518970553,GES18_ExKsub
IW_A0396,0.47382123576057256,0.021573051201105472,0.005468432495394569,GES18_ExKsub
IW_A0549,0.41981265919465677,0.018080739142730767,0.014373097589751513,GES18_ExKsub
IW_A0507,0.6720743513149322,0.023544800955997706,8.576312572768474e-4,GES18_ExKsub
IW_A0571,0.6132468789789465,0.016766537173165078,0.009583675684624518,GES18_ExKsub
IW_A0482,0.4676999606399259,0.026326906457322278,0.0015507551843898088,GES18_ExKsub
IW_A0580,0.7970806701974912,0.012790262434715349,0.01559031244473955,GES18_ExKsub
IW_A0550,0.6655727576887281,0.011942491527032082,0.023683249202474704,GES18_ExKsub
IW_A0411,0.7219586504678952,0.020742154487391803,0.0024333367212432044,GES18_ExKsub
IW_A0486,0.46142545570719623,0.03149243526300595,6.395788318578035e-4,GES18_ExKsub
IW_A0535,0.5198128894471161,0.023918271411555874,0.003051404160493057,GES18_ExKsub
IW_A0598,0.4504582672864501,0.02744832679231769,0.0018140998361291872,GES18_ExKsub
IW_A0415,0.5092569816064064,0.0224914934123368,0.005229143691457133,GES18_ExKsub
IW_A0451,0.4060881994343911,0.021068964416585262,0.011348459747808815,GES18_ExKsub
IW_A0570,0.4324107350039801,0.020492138617233136,0.009805074047467692,GES18_ExKsub
IW_A0591,0.3574639037425752,0.023275075131848306,0.008961522544265488,GES18_ExKsub
IW_A0437,0.7452852115309752,0.01802278958574508,0.005860697278583552,GES18_ExKsub
IW_A0404,0.5609808609837627,0.01607467227018723,0.013536848519254626,GES18_ExKsub
IW_A0502,0.5027838298081566,0.02943533271722166,6.364691583597748e-4,GES18_ExKsub
IW_A0545,0.5612986341923197,0.027846645349930164,6.617143063451635e-4,GES18_ExKsub
IW_A0556,0.4187630533081527,0.02698681460524138,0.002353576858170306,GES18_ExKsub
IW_A0424,0.5605405499820194,0.019241915382305217,0.007084290116848012,GES18_ExKsub
IW_A0483,0.4603097406085571,0.024364717514561908,0.0033725990000333748,GES18_ExKsub
IW_A0446,0.5326316866964,0.01630947350755914,0.012274745799554754,GES18_ExKsub
IW_A0511,0.5512023010542827,0.016448921976250135,0.0141562881506994,GES18_ExKsub
IW_A0531,0.5411912366408714,0.01424674771759513,0.021725157677011827,GES18_ExKsub
IW_A0434,0.44781789206411476,0.021251208038688022,0.008237131197715531,GES18_ExKsub
IW_A0470,0.45174787055746024,0.022284017975015613,0.006634364994719302,GES18_ExKsub
IW_A0510,0.3884571170044403,0.022217990998640164,0.009467708610230148,GES18_ExKsub
IW_A0386,0.5298639602636915,0.025947284331687602,0.001605779421489037,GES18_ExKsub
IW_A0573,0.8492076309786226,0.014694701645344933,0.011643734281513404,GES18_ExKsub
IW_A0444,0.578060239768875,0.022845127589199356,0.0038645243088715146,GES18_ExKsub
IW_A0395,0.3927093366985393,0.0250233603095986,0.006219260957261707,GES18_ExKsub
IW_A0493,0.4320179987048771,0.025325529406980865,0.004265395811733668,GES18_ExKsub
IW_A0480,0.3066390319999387,0.021876201760534474,0.015139869580170728,GES18_ExKsub
IW_A0492,0.4452373997634886,0.026417386703565138,0.0034821183506047572,GES18_ExKsub
IW_A0526,0.5139599665999491,0.025490303122841475,0.0022924690314172127,GES18_ExKsub
IW_A0517,0.4061816904068624,0.02528306318601628,0.0037122157921413075,GES18_ExKsub
IW_A0398,0.5959190087756333,0.019771649830091872,0.0054120259117165235,GES18_ExKsub
IW_A0388,0.4734314998381788,0.024383759601480665,0.0040476238627798556,GES18_ExKsub
IW_A0501,0.7022725906303103,0.020205801236851846,0.003854590941004136,GES18_ExKsub
IW_A0512,0.6484708573386258,0.021779793095261877,0.002738831531156491,GES18_ExKsub
IW_A0394,0.5795102809420176,0.029866809180907374,2.702473806343136e-4,GES18_ExKsub
IW_A0579,0.5028900040170273,0.017869151598952925,0.013007380070409016,GES18_ExKsub
IW_A0500,0.31595091550662996,0.032660867407420593,0.0019431860463528837,GES18_ExKsub
IW_A0568,0.5151634765299574,0.020185211167448106,0.006669044059529127,GES18_ExKsub
IW_A0504,0.5645610463025765,0.019385502821434742,0.006547511256624308,GES18_ExKsub
IW_A0463,0.6054434732160837,0.021357008715872806,0.0036888034034844716,GES18_ExKsub
IW_A0381,0.3374964516740225,0.030610762524782807,0.0029125634605213528,GES18_ExKsub
IW_A0536,0.4732799292765115,0.023406193902774822,0.0033872020261286606,GES18_ExKsub
IW_A0456,0.5774117192760017,0.01543760066258835,0.013491081293718989,GES18_ExKsub
IW_A0529,0.34673189033168966,0.025509965763097543,0.006484446377935929,GES18_ExKsub
IW_A0599,0.5576742652587356,0.017506696584208295,0.012017619725288479,GES18_ExKsub
IW_A0406,0.7717416171866399,0.012773834147428432,0.019680344309073117,GES18_ExKsub
IW_A0544,0.5313527001653211,0.016938778042044515,0.0163392121071523,GES18_ExKsub
IW_A0525,0.9177024063319944,0.015819173112027986,0.009605325210600115,GES18_ExKsub
IW_A0515,0.4703957561674257,0.024166591739026893,0.0042198062839006794,GES18_ExKsub
IW_A0585,0.4155025474749998,0.02570463086778141,0.004140309607356495,GES18_ExKsub
IW_A0555,0.5074041857023581,0.01952082595959629,0.007640365033421265,GES18_ExKsub
IW_A0422,0.3770234980804727,0.0247129065177735,0.006031541852809097,GES18_ExKsub
IW_A0589,0.40413924644784216,0.025620466190405526,0.004661571550986025,GES18_ExKsub
IW_A0518,0.46527697492301684,0.029275279808197493,9.39012748476115e-4,GES18_ExKsub
IW_A0467,0.5097832959430374,0.02245414111777839,0.003881187120337253,GES18_ExKsub
IW_A0489,0.5142075642592941,0.026927150764598916,0.0028316418858032365,GES18_ExKsub
IW_A0390,0.4265070204307745,0.024268617086921615,0.004776559759311937,GES18_ExKsub
IW_A0514,0.3331739616073532,0.027315659741972725,0.006611814135509042,GES18_ExKsub
IW_A0590,0.4888329351190433,0.02580112401626601,0.0024350094793785817,GES18_ExKsub
IW_A0399,0.31874618574764896,0.022924162014019936,0.01208782779240227,GES18_ExKsub
IW_A0475,0.34997916387884415,0.03218662664437313,0.0018056030586934592,GES18_ExKsub
IW_A0594,0.4241460302123998,0.020784517386359194,0.009587535491379449,GES18_ExKsub
IW_A0534,0.5784513396880485,0.024141838379527488,0.0019735917277965203,GES18_ExKsub
IW_A0563,0.5717184864140733,0.017949078568601666,0.011702548686891506,GES18_ExKsub
IW_A0552,0.5734251660150047,0.02114734601379756,0.007892109059484542,GES18_ExKsub
IW_A0494,0.3821757271921318,0.02797673990556867,0.0038964674980006128,GES18_ExKsub
IW_A0478,0.5294712995079123,0.033565483656865826,6.454388782575608e-5,GES18_ExKsub
IW_A0524,0.4083173518035263,0.025259226644626737,0.005987689770146568,GES18_ExKsub
IW_A0408,0.49321942145925723,0.025011462708641782,0.002476896260702318,GES18_ExKsub
IW_A0400,0.576868084323623,0.01874348632920344,0.010334436839014294,GES18_ExKsub
